path,iou,tp/fp,Precision,Recall,ip
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 1,0.7466943220119263,TP,0.446693657219973,0.11940836940836941,0.446693657219973
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 2,0.7351627313337588,TP,0.4474393530997305,0.11972592859718716,0.4474393530997305
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 3,0.7848837209302325,TP,0.44818304172274565,0.12004325883201153,0.44818304172274565
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 4,0.5943190094683175,TP,0.4489247311827957,0.12036036036036037,0.4489247311827957
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 5,0.5800367985280589,TP,0.44966442953020136,0.1206772334293948,0.44966442953020136
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 6,0.549395490687289,TP,0.450402144772118,0.12099387828592006,0.450402144772118
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 7,0.5166444740346205,TP,0.45113788487282463,0.12131029517638589,0.45113788487282463
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 8,0.503378037713018,TP,0.45187165775401067,0.12162648434688737,0.45187165775401067
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 9,0.8100898285092097,TP,0.45260347129506007,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 10,0.4928571428571429,FP,0.452,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 11,0.4928571428571429,FP,0.45139813581890814,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 12,0.3198412698412698,FP,0.4507978723404255,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 13,0.32683295540438395,FP,0.450199203187251,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 14,0.33390022675736963,FP,0.4496021220159151,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 15,0.33390022675736963,FP,0.44900662251655626,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 16,0.34104308390022675,FP,0.44841269841269843,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 17,0.34829931972789113,FP,0.4478203434610304,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 18,0.3482615268329554,FP,0.4472295514511873,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 19,0.35185185185185186,FP,0.44664031620553357,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 20,0.35185185185185186,FP,0.44605263157894737,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 21,0.35185185185185186,FP,0.4454664914586071,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 22,0.34814814814814815,FP,0.4448818897637795,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 23,0.34814814814814815,FP,0.4442988204456094,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 24,0.34814814814814815,FP,0.443717277486911,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 25,0.34814814814814815,FP,0.44313725490196076,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 26,0.34814814814814815,FP,0.4425587467362924,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 27,0.34814814814814815,FP,0.44198174706649285,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 28,0.3445956160241875,FP,0.44140625,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 29,0.3445956160241875,FP,0.4408322496749025,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 30,0.3445956160241875,FP,0.44025974025974024,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 31,0.3445956160241875,FP,0.4396887159533074,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 32,0.33726379440665155,FP,0.43911917098445596,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 33,0.33726379440665155,FP,0.4385510996119017,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 34,0.33726379440665155,FP,0.437984496124031,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 35,0.33378684807256237,FP,0.4374193548387097,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 36,0.33378684807256237,FP,0.4368556701030928,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 37,0.33378684807256237,FP,0.4362934362934363,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 38,0.33378684807256237,FP,0.43573264781491,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 39,0.33378684807256237,FP,0.43517329910141206,0.12194244604316547,0.45260347129506007
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary078---segment No: 40,0.8724335240659711,TP,0.4358974358974359,0.12225818051060769,0.4358974358974359
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 1,0.6840569135352061,TP,0.43661971830985913,0.12257368799424874,0.43661971830985913
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 2,0.5694896083698572,TP,0.4373401534526854,0.12288896873877111,0.4373401534526854
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 3,0.5631750385736328,TP,0.438058748403576,0.12320402298850575,0.438058748403576
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 4,0.5708527789563004,TP,0.4387755102040816,0.12351885098743268,0.4387755102040816
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 5,0.4592490842490842,FP,0.43821656050955415,0.12351885098743268,0.4387755102040816
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 6,0.14951495827962824,FP,0.43765903307888043,0.12351885098743268,0.4387755102040816
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 7,0.2305510845405074,FP,0.4371029224904701,0.12351885098743268,0.4387755102040816
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 8,0.295280416794361,FP,0.4365482233502538,0.12351885098743268,0.4387755102040816
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 9,0.45206659012629163,FP,0.43599493029150826,0.12351885098743268,0.4387755102040816
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 10,0.7576875768757687,TP,0.43670886075949367,0.12383345297918162,0.43670886075949367
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 11,0.7872340425531915,TP,0.43742098609355246,0.12414782920703266,0.43742098609355246
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 12,0.8242689259360481,TP,0.43813131313131315,0.12446197991391679,0.43813131313131315
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 13,0.7053087757313109,TP,0.43883984867591425,0.12477590534241664,0.43883984867591425
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 14,0.5969773299748111,TP,0.43954659949622166,0.12508960573476702,0.43954659949622166
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 15,0.5277777777777778,TP,0.44025157232704404,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 16,0.49942857142857144,FP,0.4396984924623116,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 17,0.33883826879271073,FP,0.43914680050188204,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 18,0.31599460350771996,FP,0.43859649122807015,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 19,0.30094043887147337,FP,0.4380475594493116,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 20,0.294590089407486,FP,0.4375,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 21,0.1821349382324992,FP,0.4369538077403246,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 22,0.1895187870797627,FP,0.43640897755610975,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 23,0.21428571428571427,FP,0.43586550435865506,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 24,0.27472527472527475,FP,0.43532338308457713,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 25,0.28850902184235516,FP,0.43478260869565216,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 26,0.208649468892261,FP,0.43424317617866004,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 27,0.19106012658227847,FP,0.43370508054522927,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 28,0.1807511737089202,FP,0.43316831683168316,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 29,0.15472501936483346,FP,0.4326328800988875,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 30,0.12130177514792899,FP,0.43209876543209874,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 31,0.11946386946386946,FP,0.4315659679408138,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 32,0.11946386946386946,FP,0.43103448275862066,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 33,0.10898044427567875,FP,0.43050430504305043,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 34,0.10898044427567875,FP,0.42997542997543,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 35,0.2604166666666667,FP,0.4294478527607362,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 36,0.30931923331130207,FP,0.42892156862745096,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 37,0.23162939297124602,FP,0.4283965728274174,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 38,0.20215633423180593,FP,0.4278728606356968,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 39,0.4686702580096399,FP,0.42735042735042733,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 40,0.451171875,FP,0.4268292682926829,0.1254030813328556,0.44025157232704404
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 41,0.8114023236962983,TP,0.42752740560292324,0.1257163323782235,0.42752740560292324
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 42,0.8050555849655903,TP,0.4282238442822384,0.1260293591120659,0.4282238442822384
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 43,0.6661045531197302,TP,0.4289185905224787,0.12634216177523264,0.4289185905224787
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 44,0.42156947944729295,FP,0.42839805825242716,0.12634216177523264,0.4289185905224787
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 45,0.7782500168656817,TP,0.4290909090909091,0.12665474060822898,0.4290909090909091
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 46,0.8169326241134752,TP,0.4297820823244552,0.12696709585121602,0.4297820823244552
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 47,0.7987509244802367,TP,0.43047158403869407,0.12727922774401143,0.43047158403869407
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 48,0.7993874425727412,TP,0.4311594202898551,0.12759113652609005,0.4311594202898551
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 49,0.8776553894571204,TP,0.43184559710494574,0.1279028224365845,0.43184559710494574
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 50,0.7139566288029232,TP,0.43253012048192774,0.12821428571428573,0.43253012048192774
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 51,0.8800481734243276,TP,0.4332129963898917,0.12852552659764369,0.4332129963898917
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 52,0.8303305655647815,TP,0.4338942307692308,0.12883654532476801,0.4338942307692308
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 53,0.731120452239455,TP,0.4345738295318127,0.12914734213342846,0.4345738295318127
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 54,0.5459847784337435,TP,0.4352517985611511,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary097---segment No: 55,0.38478012564249,FP,0.4347305389221557,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 1,0.0,FP,0.4342105263157895,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 2,0.0,FP,0.4336917562724014,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 3,0.0,FP,0.4331742243436754,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 4,0.0,FP,0.432657926102503,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 5,0.0,FP,0.43214285714285716,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 6,0.0,FP,0.43162901307966706,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 7,0.0,FP,0.4311163895486936,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 8,0.0,FP,0.4306049822064057,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 9,0.0,FP,0.43009478672985785,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 10,0.0,FP,0.42958579881656805,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 11,0.0,FP,0.42907801418439717,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 12,0.0,FP,0.42857142857142855,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 13,0.0,FP,0.42806603773584906,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 14,0.0,FP,0.4275618374558304,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 15,0.0,FP,0.42705882352941177,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 16,0.0,FP,0.42655699177438305,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 17,0.0,FP,0.426056338028169,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 18,0.0,FP,0.42555685814771393,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 19,0.0,FP,0.42505854800936765,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 20,0.0,FP,0.4245614035087719,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 21,0.0,FP,0.42406542056074764,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 22,0.0,FP,0.4235705950991832,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 23,0.0,FP,0.4230769230769231,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 24,0.0,FP,0.42258440046565776,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 25,0.0,FP,0.42209302325581394,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 26,0.0,FP,0.42160278745644597,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 27,0.0,FP,0.4211136890951276,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 28,0.0,FP,0.4206257242178447,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 29,0.0,FP,0.4201388888888889,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 30,0.0,FP,0.41965317919075146,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 31,0.0,FP,0.41916859122401845,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 32,0.0,FP,0.4186851211072664,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 33,0.0,FP,0.4182027649769585,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 34,0.0,FP,0.4177215189873418,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 35,0.0,FP,0.41724137931034483,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 36,0.0,FP,0.41676234213547647,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 37,0.0,FP,0.41628440366972475,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 38,0.0,FP,0.41580756013745707,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 39,0.0,FP,0.41533180778032036,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 40,0.0,FP,0.41485714285714287,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 41,0.0,FP,0.4143835616438356,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 42,0.0,FP,0.41391106043329534,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 43,0.0,FP,0.4134396355353075,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 44,0.0,FP,0.4129692832764505,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 45,0.0,FP,0.4125,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 46,0.0,FP,0.4120317820658343,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 47,0.0,FP,0.41156462585034015,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 48,0.0,FP,0.4110985277463194,0.12945791726105563,0.4352517985611511
/media/david/datos/Violence DATA/AnomalyCRIMEDATASET/UCFCrime2Local/frames_reduced/Burglary099---segment No: 49,0.0,FP,0.4106334841628959,0.12945791726105563,0.4352517985611511
